Sr.No,Sample ID,Unnamed: 2,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR_Result
482,SSBS/S/2022/482,S/482,14/02/2022,Warje Mumbai/Bangalore Highway,Genepath,34.1,37.1,36.2,Positive
483,SSBS/S/2022/483,S/483,14/02/2022,Kothrud Bus depot,Genepath,35.4,38.6,36.3, 
484,SSBS/S/2022/484,S/484,15/02/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
485,SSBS/S/2022/485,S/485,15/02/2022,Someshwarwadi,Genepath,0,37.9,37.2,Negative
486,SSBS/S/2022/486,S/486,15/02/2022,"DP road, Botanical Garden, Aundh",Genepath,35.3,37.6,35.6,Positive
487,SSBS/S/2022/487,S/487,15/02/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,38.6,Negative
488,SSBS/S/2022/488,S/488,15/02/2022,Baner/Balewadi,Genepath,0,0,39.6,Negative
489,SSBS/S/2022/489,S/489,15/02/2022,"Baner, Mahalunge Bridge",Genepath,36.9,0,0,Negative
490,SSBS/S/2022/490,S/490,16/02/2022,Dattawadi under rajaram bridge,Genepath,33.5,35.5,34.4,Positive
491,SSBS/S/2022/491,S/491,16/02/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,33.9,35.8,35.2,Positive
492,SSBS/S/2022/492,S/492,16/02/2022,Shivajinagar Juna bazaar,Genepath,35,36.8,36.3,Positive
493,SSBS/S/2022/493,S/493,16/02/2022,Yerwada Old bund garden,Genepath,36.1,0,37.1,Negative
494,SSBS/S/2022/494,S/494,16/02/2022,RTO office Yerwada,Genepath,35.5,36.9,35.3,Positive
495,SSBS/S/2022/495,S/495,16/02/2022,"Vishrantwadi, shantinagar",Genepath,35.3,39.5,35.5,Positive
496,SSBS/S/2022/496,S/496,17/02/2022,Dapodi / Old sangvi Bridge,Genepath,36.5,39.9,36.8,Positive
497,SSBS/S/2022/497,S/497,17/02/2022,"Pimple gurav, 60 feet road",Genepath,36.67,35.6,36.7,Positive
498,SSBS/S/2022/498,S/498,17/02/2022,kasarwadi pimple gurav road,Genepath,36.2,37,37.8,Negative
499,SSBS/S/2022/499,S/499,17/02/2022,"Shastrinagar, pimpri",Genepath,33.5,35.4,34.5,Positive
500,SSBS/S/2022/500,S/500,17/02/2022,"Chinchwad, Aditya birla hospital",Genepath,33.8,36.3,34.7,Positive
501,SSBS/S/2022/501,S/501,18/02/2022,"Harris Bridge, Dapodi",Genepath,0,38.5,37.7,Negative
502,SSBS/S/2022/502,S/502,18/02/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,37.74,Negative
503,SSBS/S/2022/503,S/503,18/02/2022,"Wolf Colony, Pimpri",Genepath,35,37.67,37,Negative
504,SSBS/S/2022/504,S/504,18/02/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
505,SSBS/S/2022/505,S/505,18/02/2022,Rahatni new DP road,Genepath,0,0,0,Negative
506,SSBS/S/2022/506,S/506,21/02/2022,Shivajinagar Vaidhawadi,Genepath,34.16,35.38,34.51,Positive
507,SSBS/S/2022/507,S/507,21/02/2022,Shivajinagar Chaturshringi,Genepath,36.26,37.29,34.88,Positive
508,SSBS/S/2022/508,S/508,21/02/2022,Sanjeevan hospital Kothrud,Genepath,35.19,36.13,33.09,Positive
509,SSBS/S/2022/509,S/509,21/02/2022,Karve road Kothrud,Genepath,0,0,0,Negative
510,SSBS/S/2022/510,S/510,21/02/2022,Warje Mumbai/Bangalore Highway,Genepath,35.88,36.93,35.5,Positive
511,SSBS/S/2022/511,S/511,21/02/2022,Kothrud Bus depot,Genepath,36.57,37.07,34.58,Positive
512,SSBS/S/2022/512,S/512,22/02/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
513,SSBS/S/2022/513,S/513,22/02/2022,Someshwarwadi,Genepath,36.87,37.41,33.84,Positive
514,SSBS/S/2022/514,S/514,22/02/2022,"DP road, Botanical Garden, Aundh",Genepath,35.52,36.92,33.98,Positive
515,SSBS/S/2022/515,S/515,22/02/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,36.38,38.58,23.38,Positive
516,SSBS/S/2022/516,S/516,22/02/2022,Baner/Balewadi,Genepath,34.64,35.28,32.69,Positive
517,SSBS/S/2022/517,S/517,22/02/2022,"Baner, Mahalunge Bridge",Genepath,35.96,35.58,28.72,Positive
518,SSBS/S/2022/518,S/518,23/02/2022,Dattawadi under rajaram bridge,Genepath,36.63,39.09,35.14,Positive
519,SSBS/S/2022/519,S/519,23/02/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,35.62,38.04,36.07,Positive
520,SSBS/S/2022/520,S/520,23/02/2022,Shivajinagar Juna bazaar,Genepath,38.87,39.2,35.05,Negative
521,SSBS/S/2022/521,S/521,23/02/2022,Yerwada Old bund garden,Genepath,0,0,0,Negative
522,SSBS/S/2022/522,S/522,23/02/2022,RTO office Yerwada,Genepath,35.35,37.05,34.41,Positive
523,SSBS/S/2022/523,S/523,23/02/2022,"Vishrantwadi, shantinagar",Genepath,35.69,37.8,35.08,Positive
524,SSBS/S/2022/524,S/524,24/02/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
525,SSBS/S/2022/525,S/525,24/02/2022,"Shastrinagar, pimpri",Genepath,35,37.2,35.27,Positive
526,SSBS/S/2022/526,S/526,24/02/2022,kasarwadi pimple gurav road,Genepath,0,0,0,Negative
527,SSBS/S/2022/527,S/527,24/02/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
528,SSBS/S/2022/528,S/528,24/02/2022,Dapodi / Old sangvi Bridge,Genepath,0,37.58,24.37,Negative
529,SSBS/S/2022/529,S/529,25/02/2022,Rahatni new DP road,Genepath,36.53,38.39,36.83,Positive
530,SSBS/S/2022/530,S/530,25/02/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
531,SSBS/S/2022/531,S/531,25/02/2022,"Wolf Colony, Pimpri",Genepath,36.03,0,37.65,Negative
532,SSBS/S/2022/532,S/532,25/02/2022,"Phugewadi/Dapodi, sai service",Genepath,34.87,0,0,Negative
533,SSBS/S/2022/533,S/533,25/02/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
534,SSBS/S/2022/534,S/534,28/02/2022,Kothrud Bus depot,Genepath,36.19,0,0,Negative
535,SSBS/S/2022/535,S/535,28/02/2022,Warje Mumbai/Bangalore Highway,Genepath,0,0,0,Negative
536,SSBS/S/2022/536,S/536,28/02/2022,Karve road Kothrud,Genepath,0,0,0,Negative
537,SSBS/S/2022/537,S/537,28/02/2022,Sanjeevan hospital Kothrud,Genepath,0,39.08,37.82,Negative
538,SSBS/S/2022/538,S/538,28/02/2022,Shivajinagar Chaturshringi,Genepath,0,0,0,Negative
539,SSBS/S/2022/539,S/539,28/02/2022,Shivajinagar Vaidhawadi,Genepath,0,0,0,Negative
540,SSBS/S/2022/540,S/540,3/1/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
541,SSBS/S/2022/541,S/541,3/1/2022,Someshwarwadi,Genepath,0,0,0,Negative
542,SSBS/S/2022/542,S/542,3/1/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
543,SSBS/S/2022/543,S/543,3/1/2022,Baner/Balewadi,Genepath,35.16,37.81,36.62,Positive
544,SSBS/S/2022/544,S/544,3/1/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
545,SSBS/S/2022/545,S/545,3/1/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
546,SSBS/S/2022/546,S/546,3/2/2022,"Vishrantwadi, shantinagar",Genepath,36.08,0,38.73,Negative
547,SSBS/S/2022/547,S/547,3/2/2022,RTO office Yerwada,Genepath,36.73,39,0,Negative
548,SSBS/S/2022/548,S/548,3/2/2022,Yerwada Old bund garden,Genepath,0,0,39.13,Negative
549,SSBS/S/2022/549,S/549,3/2/2022,Shivajinagar Juna bazaar,Genepath,0,0,0,Negative
550,SSBS/S/2022/550,S/550,3/2/2022,Dattawadi under rajaram bridge,Genepath,0,0,0,Negative
551,SSBS/S/2022/551,S/551,3/2/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,37.07,0,38.72,Negative
552,SSBS/S/2022/552,S/552,3/3/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
553,SSBS/S/2022/553,S/553,3/3/2022,"Shastrinagar, pimpri",Genepath,0,0,0,Negative
554,SSBS/S/2022/554,S/554,3/3/2022,kasarwadi pimple gurav road,Genepath,37.07,37.07,39.43,Negative
555,SSBS/S/2022/555,S/555,3/3/2022,"Pimple gurav, 60 feet road",Genepath,38.13,0,0,Negative
556,SSBS/S/2022/556,S/556,3/3/2022,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
557,SSBS/S/2022/557,S/557,3/4/2022,Rahatni new DP road,Genepath,31.58,36.72,36.54,Positive
558,SSBS/S/2022/558,S/558,3/4/2022,Kalewadi Adarsh Nagar,Genepath,35.38,0,38.99,Negative
559,SSBS/S/2022/559,S/559,3/4/2022,"Wolf Colony, Pimpri",Genepath,40.85,0,39.56,Negative
560,SSBS/S/2022/560,S/560,3/4/2022,"Phugewadi/Dapodi, sai service",Genepath,36.74,0,40,Negative
561,SSBS/S/2022/561,S/561,3/4/2022,"Harris Bridge, Dapodi",Genepath,37.21,0,39.77,Negative
562,SSBS/S/2022/562,S/562,3/7/2022,Shivajinagar Vaidhawadi,Genepath,32,40,41,Negative
563,SSBS/S/2022/563,S/563,3/7/2022,Shivajinagar Chaturshringi,Genepath,38.6,0,42.33,Negative
564,SSBS/S/2022/564,S/564,3/7/2022,Sanjeevan hospital Kothrud,Genepath,38.13,0,39.56,Negative
565,SSBS/S/2022/565,S/565,3/7/2022,Karve road Kothrud,Genepath,34.99,0,0,Negative
566,SSBS/S/2022/566,S/566,3/7/2022,Warje Mumbai/Bangalore Highway,Genepath,36.73,37.87,0,Positive
567,SSBS/S/2022/567,S/567,3/7/2022,Kothrud Bus depot,Genepath,39.72,0,40.66,Negative
568,SSBS/S/2022/568,S/568,3/8/2022,"Baner, Mahalunge Bridge",Genepath,36.99,0,39.89,Negative
569,SSBS/S/2022/569,S/569,3/8/2022,Baner/Balewadi,Genepath,33,35.84,0,Positive
570,SSBS/S/2022/570,S/570,3/8/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,36.28,40,42.11,Negative
571,SSBS/S/2022/571,S/571,3/8/2022,Someshwarwadi,Genepath,0,0,0,Negative
572,SSBS/S/2022/572,S/572,3/8/2022,Jai bhavani nagar pashan,Genepath,34.99,0,0,Negative
573,SSBS/S/2022/573,S/573,3/8/2022,"DP road, Botanical Garden, Aundh",Genepath,32.18,36.4,0,Positive
574,SSBS/S/2022/574,S/574,3/9/2022,Dattawadi under rajaram bridge,Genepath,38.88,0,39.55,Negative
575,SSBS/S/2022/575,S/575,3/9/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,38.73,0,38.78,Negative
576,SSBS/S/2022/576,S/576,3/9/2022,Yerwada Old bund garden,Genepath,37.51,0,38.64,Negative
577,SSBS/S/2022/577,S/577,3/9/2022,RTO office Yerwada,Genepath,39.27,0,40.12,Negative
578,SSBS/S/2022/578,S/578,3/9/2022,Shivajinagar Juna bazaar,Genepath,37.43,0,38.95,Negative
579,SSBS/S/2022/579,S/579,3/9/2022,"Vishrantwadi, shantinagar",Genepath,35.95,0,37.64,Positive
580,SSBS/S/2022/580,S/580,3/10/2022,"Chinchwad, Aditya birla hospital",Genepath,37,41.3,0,Negative
581,SSBS/S/2022/581,S/581,3/10/2022,kasarwadi pimple gurav road,Genepath,39.94,0,40.33,Negative
582,SSBS/S/2022/582,S/582,3/10/2022,"Shastrinagar, pimpri",Genepath,38.66,0,41.55,Negative
583,SSBS/S/2022/583,S/583,3/10/2022,"Pimple gurav, 60 feet road",Genepath,36.44,0,0,Negative
584,SSBS/S/2022/584,S/584,3/10/2022,Dapodi / Old sangvi Bridge,Genepath,35.96,0,0,Negative
585,SSBS/S/2022/585,S/585,3/11/2022,Rahatni new DP road,Genepath,0,0,0,Negative
586,SSBS/S/2022/586,S/586,3/11/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
587,SSBS/S/2022/587,S/587,3/11/2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
588,SSBS/S/2022/588,S/588,3/11/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
589,SSBS/S/2022/589,S/589,3/11/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
590,SSBS/S/2022/590,S/590,14/03/2022,Shivajinagar Vaidhawadi,Genepath,0,39.27,0,Negative
591,SSBS/S/2022/591,S/591,14/03/2022,Shivajinagar Chaturshringi,Genepath,0,36.53,0,Negative
592,SSBS/S/2022/592,S/592,14/03/2022,Sanjeevan hospital Kothrud,Genepath,0,36.14,0,Negative
593,SSBS/S/2022/593,S/593,14/03/2022,Karve road Kothrud,Genepath,0,0,0,Negative
594,SSBS/S/2022/594,S/594,14/03/2022,Warje Mumbai/Bangalore Highway,Genepath,0,0,0,Negative
595,SSBS/S/2022/595,S/595,14/03/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
596,SSBS/S/2022/596,S/596,15/03/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
597,SSBS/S/2022/597,S/597,15/03/2022,Baner/Balewadi,Genepath,0,0,0,Negative
598,SSBS/S/2022/598,S/598,15/03/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,39.66,0,Negative
599,SSBS/S/2022/599,S/599,15/03/2022,Someshwarwadi,Genepath,0,0,0,Negative
600,SSBS/S/2022/600,S/600,15/03/2022,Jai bhavani nagar pashan,Genepath,0,39,0,Negative
601,SSBS/S/2022/601,S/601,15/03/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
602,SSBS/S/2022/602,S/602,16/03/2022,Dattawadi under rajaram bridge,Genepath,0,39.36,0,Negative
603,SSBS/S/2022/603,S/603,16/03/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,37.06,0,Negative
604,SSBS/S/2022/604,S/604,16/03/2022,Shivajinagar Juna bazaar,Genepath,0,37.84,0,Negative
605,SSBS/S/2022/605,S/605,16/03/2022,Yerwada Old bund garden,Genepath,0,0,0,Negative
606,SSBS/S/2022/606,S/606,16/03/2022,RTO office Yerwada,Genepath,0,0,0,Negative
607,SSBS/S/2022/607,S/607,16/03/2022,"Vishrantwadi, shantinagar",Genepath,0,0,0,Negative
608,SSBS/S/2022/608,S/608,17/03/2022,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
609,SSBS/S/2022/609,S/609,17/03/2022,"Pimple gurav, 60 feet road",Genepath,0,37.89,0,Negative
610,SSBS/S/2022/610,S/610,17/03/2022,kasarwadi pimple gurav road,Genepath,0,0,0,Negative
611,SSBS/S/2022/611,S/611,17/03/2022,"Shastrinagar, pimpri",Genepath,0,37.39,0,Negative
612,SSBS/S/2022/612,S/612,17/03/2022,"Chinchwad, Aditya birla hospital",Genepath,0,37.99,0,Negative
613,SSBS/S/2022/613,S/613,21/03/2022,Shivajinagar Vaidhawadi,Genepath,0,36.44,0,Negative
614,SSBS/S/2022/614,S/614,21/03/2022,Shivajinagar Chaturshringi,Genepath,33.07,34.96,0,Positive
615,SSBS/S/2022/615,S/615,21/03/2022,Sanjeevan hospital Kothrud,Genepath,0,37.32,0,Negative
616,SSBS/S/2022/616,S/616,21/03/2022,Karve road Kothrud,Genepath,0,37.46,0,Negative
617,SSBS/S/2022/617,S/617,21/03/2022,Warje Mumbai/Bangalore Highway,Genepath,0,35.92,0,Negative
618,SSBS/S/2022/618,S/618,21/03/2022,Kothrud Bus depot,Genepath,0,37.17,0,Negative
619,SSBS/S/2022/619,S/619,22/03/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
620,SSBS/S/2022/620,S/620,22/03/2022,Baner/Balewadi,Genepath,0,0,0,Negative
621,SSBS/S/2022/621,S/621,22/03/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,38.6,0,Negative
622,SSBS/S/2022/622,S/622,22/03/2022,Someshwarwadi,Genepath,0,38.35,0,Negative
623,SSBS/S/2022/623,S/623,22/03/2022,Jai bhavani nagar pashan,Genepath,0,36.99,0,Negative
624,SSBS/S/2022/624,S/624,22/03/2022,"DP road, Botanical Garden, Aundh",Genepath,0,37.02,0,Negative
625,SSBS/S/2022/625,S/625,23/03/2022,Dattawadi under rajaram bridge,Genepath,0,34.76,0,Negative
626,SSBS/S/2022/626,S/626,23/03/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,36.58,0,Negative
627,SSBS/S/2022/627,S/627,23/03/2022,Shivajinagar Juna bazaar,Genepath,0,0,0,Negative
628,SSBS/S/2022/628,S/628,23/03/2022,Yerwada Old bund garden,Genepath,0,37.06,0,Negative
629,SSBS/S/2022/629,S/629,23/03/2022,RTO office Yerwada,Genepath,0,37.86,37.2,Negative
630,SSBS/S/2022/630,S/630,23/03/2022,"Vishrantwadi, shantinagar",Genepath,0,0,0,Negative
631,SSBS/S/2022/631,S/631,24/03/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
632,SSBS/S/2022/632,S/632,24/03/2022,"Shastrinagar, pimpri",Genepath,0,0,0,Negative
633,SSBS/S/2022/633,S/633,24/03/2022,kasarwadi pimple gurav road,Genepath,0,0,0,Negative
634,SSBS/S/2022/634,S/634,24/03/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
635,SSBS/S/2022/635,S/635,24/03/2022,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
636,SSBS/S/2022/636,S/636,25/03/2022,Rahatni new DP road,Genepath,0,0,0,Negative
637,SSBS/S/2022/637,S/637,25/03/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
638,SSBS/S/2022/638,S/638,25/03/2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
639,SSBS/S/2022/639,S/639,25/03/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
640,SSBS/S/2022/640,S/640,25/03/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
641,SSBS/S/2022/641,S/641,28/03/2021,Kothrud Bus depot,Genepath,0,0,0,Negative
642,SSBS/S/2022/642,S/642,28/03/2021,Warje Mumbai/Bangalore Highway,Genepath,0,0,0,Negative
643,SSBS/S/2022/643,S/643,28/03/2021,Karve road Kothrud,Genepath,0,0,0,Negative
644,SSBS/S/2022/644,S/644,28/03/2021,Sanjeevan hospital Kothrud,Genepath,0,0,38.71,Negative
645,SSBS/S/2022/645,S/645,28/03/2021,Shivajinagar Chaturshringi,Genepath,0,0,0,Negative
646,SSBS/S/2022/646,S/646,28/03/2021,Shivajinagar Vaidhawadi,Genepath,0,0,0,Negative
647,SSBS/S/2022/647,S/647,29/03/2022,Someshwarwadi,Genepath,0,0,0,Negative
648,SSBS/S/2022/648,S/648,29/03/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
649,SSBS/S/2022/649,S/649,29/03/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
650,SSBS/S/2022/650,S/650,29/03/2022,Baner/Balewadi,Genepath,0,0,0,Negative
651,SSBS/S/2022/651,S/651,29/03/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
652,SSBS/S/2022/652,S/652,29/03/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
653,SSBS/S/2022/653,S/653,30/03/2022,Dattawadi under rajaram bridge,Genepath,0,0,0,Negative
654,SSBS/S/2022/654,S/654,30/03/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,0,0,Negative
655,SSBS/S/2022/655,S/655,30/03/2022,Shivajinagar Juna bazaar,Genepath,0,0,0,Negative
656,SSBS/S/2022/656,S/656,30/03/2022,Yerwada Old bund garden,Genepath,0,0,0,Negative
657,SSBS/S/2022/657,S/657,30/03/2022,RTO office Yerwada,Genepath,0,0,0,Negative
658,SSBS/S/2022/658,S/658,30/03/2022,"Vishrantwadi, shantinagar",Genepath,0,0,0,Negative
659,SSBS/S/2022/659,S/659,31/03/2022,Dapodi / Old sangvi Bridge,Genepath,0,38.88,0,Negative
660,SSBS/S/2022/660,S/660,31/03/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
661,SSBS/S/2022/661,S/661,31/03/2022,kasarwadi pimple gurav road,Genepath,0,0,0,Negative
662,SSBS/S/2022/662,S/662,31/03/2022,"Shastrinagar, pimpri",Genepath,0,0,0,Negative
663,SSBS/S/2022/663,S/663,31/03/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
664,SSBS/S/2022/664,S/664,4/1/2022,Rahatni new DP road,Genepath,0,0,0,Negative
665,SSBS/S/2022/665,S/665,4/1/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
666,SSBS/S/2022/666,S/666,4/1/2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
667,SSBS/S/2022/667,S/667,4/1/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
668,SSBS/S/2022/668,S/668,4/1/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
669,SSBS/S/2022/669,S/669,4/4/2022,Shivajinagar Vaidhawadi,Genepath,0,0,0,Negative
670,SSBS/S/2022/670,S/670,4/4/2022,Shivajinagar Chaturshringi,Genepath,0,0,0,Negative
671,SSBS/S/2022/671,S/671,4/4/2022,Sanjeevan hospital Kothrud,Genepath,0,0,0,Negative
672,SSBS/S/2022/672,S/672,4/4/2022,Karve road Kothrud,Genepath,0,0,0,Negative
673,SSBS/S/2022/673,S/673,4/4/2022,Warje Mumbai/Bangalore Highway,Genepath,0,0,0,Negative
674,SSBS/S/2022/674,S/674,4/5/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
675,SSBS/S/2022/675,S/675,4/5/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
676,SSBS/S/2022/676,S/676,4/5/2022,Baner/Balewadi,Genepath,0,0,0,Negative
677,SSBS/S/2022/677,S/677,4/5/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
678,SSBS/S/2022/678,S/678,4/5/2022,Someshwarwadi,Genepath,0,0,0,Negative
679,SSBS/S/2022/679,S/679,4/5/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
0,SSBS/S/2022/680,S/680,4/6/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
681,SSBS/S/2022/681,S/681,4/6/2022,Dattawadi under rajaram bridge,Genepath,0,0,0,Negative
682,SSBS/S/2022/682,S/682,4/6/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,0,0,Negative
683,SSBS/S/2022/683,S/683,4/6/2022,Shivajinagar Juna bazaar,Genepath,0,0,0,Negative
684,SSBS/S/2022/684,S/684,4/6/2022,Yerwada Old bund garden,Genepath,0,0,0,Negative
685,SSBS/S/2022/685,S/685,4/6/2022,RTO office Yerwada,Genepath,0,0,0,Negative
686,SSBS/S/2022/686,S/686,4/7/2022,"Vishrantwadi, shantinagar",Genepath,0,39.1,0,Negative
687,SSBS/S/2022/687,S/687,4/7/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
688,SSBS/S/2022/688,S/688,4/7/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
689,SSBS/S/2022/689,S/689,4/7/2022,kasarwadi pimple gurav road,Genepath,0,36.9,0,Negative
690,SSBS/S/2022/690,S/690,4/7/2022,"Shastrinagar, pimpri",Genepath,0,0,0,Negative
691,SSBS/S/2022/691,S/691,4/7/2022,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
692,SSBS/S/2022/692,S/692,4/8/2022,Rahatni new DP road,Genepath,0,0,0,Negative
693,SSBS/S/2022/693,S/693,4/8/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
694,SSBS/S/2022/694,S/694,4/8/2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
695,SSBS/S/2022/695,S/695,4/8/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
696,SSBS/S/2022/696,S/696,4/8/2022,"Harris Bridge, Dapodi",Genepath,0,37.6,0,Negative
697,SSBS/S/2022/697,S/697,4/11/2022,Shivajinagar Vaidhawadi,Genepath,0,0,0,Negative
698,SSBS/S/2022/698,S/698,4/11/2022,Shivajinagar Chaturshringi,Genepath,0,0,0,Negative
699,SSBS/S/2022/699,S/699,4/11/2022,Sanjeevan hospital Kothrud,Genepath,38.7,0,0,Negative
700,SSBS/S/2022/700,S/700,4/11/2022,Karve road Kothrud,Genepath,0,0,0,Negative
701,SSBS/S/2022/701,S/701,4/11/2022,Warje Mumbai/Bangalore Highway,Genepath,0,0,0,Negative
702,SSBS/S/2022/702,S/702,4/11/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
703,SSBS/S/2022/703,S/703,4/12/2022,Jai bhavani nagar pashan,Genepath,35.7,0,0,Negative
704,SSBS/S/2022/704,S/704,4/12/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
705,SSBS/S/2022/705,S/705,4/12/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
706,SSBS/S/2022/706,S/706,4/12/2022,Someshwarwadi,Genepath,0,0,0,Negative
707,SSBS/S/2022/707,S/707,4/12/2022,Baner/Balewadi,Genepath,0,0,0,Negative
708,SSBS/S/2022/708,S/708,4/12/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
709,SSBS/S/2022/709,S/709,13/04/2022,Dattawadi under rajaram bridge,Genepath,0,0,0,Negative
710,SSBS/S/2022/710,S/710,13/04/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,0,0,Negative
711,SSBS/S/2022/711,S/711,13/04/2022,Shivajinagar Juna bazaar,Genepath,0,0,0,Negative
712,SSBS/S/2022/712,S/712,13/04/2022,Yerwada Old bund garden,Genepath,0,0,0,Negative
713,SSBS/S/2022/713,S/713,13/04/2022,RTO office Yerwada,Genepath,0,39.09025,0,Negative
714,SSBS/S/2022/714,S/714,13/04/2022,"Vishrantwadi, shantinagar",Genepath,0,0,0,Negative
715,SSBS/S/2022/715,S/715,15/04/2022,Rahatni new DP road,Genepath,0,0,0,Negative
716,SSBS/S/2022/716,S/716,15/04/2022,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
717,SSBS/S/2022/717,S/717,15/04/2022,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
718,SSBS/S/2022/718,S/718,15/04/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
719,SSBS/S/2022/719,S/719,15/04/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
720,SSBS/S/2022/720,S/720,18/04/2022,Shivajinagar Vaidhawadi,Genepath,0,0,0,Negative
721,SSBS/S/2022/721,S/721,18/04/2022,Shivajinagar Chaturshringi,Genepath,0,0,0,Negative
722,SSBS/S/2022/722,S/722,18/04/2022,Sanjeevan hospital Kothrud,Genepath,0,0,0,Negative
723,SSBS/S/2022/723,S/723,18/04/2022,Karve road Kothrud,Genepath,0,0,0,Negative
724,SSBS/S/2022/724,S/724,18/04/2022,Warje Mumbai/Bangalore Highway,Genepath,0,0,0,Negative
725,SSBS/S/2022/725,S/725,18/04/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
726,SSBS/S/2022/726,S/726,19/04/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
727,SSBS/S/2022/727,S/727,19/04/2022,Baner/Balewadi,Genepath,0,0,0,Negative
