Sr.No,Sample ID,Unnamed: 2,Date,Location,Kit used,CtN,CtE,CtRdRp,PCR_Result
239,SSBS/W/2021/239,S/239,14/12/2021,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
240,SSBS/W/2021/240,S/240,15/12/2021,Dattawadi under rajaram bridge,Genepath,22,0,32,Positive
241,SSBS/W/2021/241,S/241,15/12/2021,"Vitthalwadi hingne, off sinhagad road",Genepath,38,38,35,Negative
242,SSBS/W/2021/242,S/242,15/12/2021,Shivajinagar Juna bazaar,Genepath,0,0,0,Negative
243,SSBS/W/2021/243,S/243,15/12/2021,Yerwada Old bund garden,Genepath,0,0,0,Negative
244,SSBS/W/2021/244,S/244,15/12/2021,RTO office Yerwada,Genepath,33,35,33,Positive
245,SSBS/W/2021/245,S/245,15/12/2021,"Vishrantwadi, shantinagar",Genepath,32,36,35,Positive
246,SSBS/W/2021/246,S/246,16/12/2021,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
247,SSBS/W/2021/247,S/247,16/12/2021,"Shastrinagar, pimpri",Genepath,34,37,35,Positive
248,SSBS/W/2021/248,S/248,16/12/2021,kasarwadi pimple gurav road,Genepath,33,36,34,Positive
249,SSBS/W/2021/249,S/249,16/12/2021,"Pimple gurav, 60 feet road",Genepath,36,38,34,Positive
250,SSBS/W/2021/250,S/250,16/12/2021,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
251,SSBS/W/2021/251,S/251,17/12/2021,Rahatni new DP road,Genepath,33,37,32,Positive
252,SSBS/W/2021/252,S/252,17/12/2021,Kalewadi Adarsh Nagar,Genepath,32,35,33,Positive
253,SSBS/W/2021/253,S/253,17/12/2021,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
254,SSBS/W/2021/254,S/254,17/12/2021,"Phugewadi/Dapodi, sai service",Genepath,35,36,35,Positive
255,SSBS/W/2021/255,S/255,17/12/2021,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
256,SSBS/W/2021/256,S/256,20/12/2021,Shivajinagar Vaidhawadi,Genepath,34.82,37.43,34.61,Positive
257,SSBS/W/2021/257,S/257,20/12/2021,Shivajinagar Chaturshringi,Genepath,32.82,36.02,34.46,Positive
258,SSBS/W/2021/258,S/258,20/12/2021,Sanjeevan hospital Kothrud,Genepath,34.9,0,36.35,Positive
259,SSBS/W/2021/259,S/259,20/12/2021,Karve road Kothrud,Genepath,0,0,0,Negative
260,SSBS/W/2021/260,S/260,20/12/2021,Warje Mumbai/Bangalore Highway,Genepath,33.31,37.03,35.57,Positive
261,SSBS/W/2021/261,S/261,20/12/2021,Kothrud Bus depot,Genepath,35.46,37.95,35.9,Positive
262,SSBS/W/2021/262,S/262,21/12/2021,"DP road, Botanical Garden, Aundh",Genepath,32.32,35.8,35.06,Positive
263,SSBS/W/2021/263,S/263,21/12/2021,Someshwarwadi,Genepath,0,0,0,Negative
264,SSBS/W/2021/264,S/264,21/12/2021,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
265,SSBS/W/2021/265,S/265,21/12/2021,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,27.27,Negative
266,SSBS/W/2021/266,S/266,21/12/2021,Baner/Balewadi,Genepath,34.2,36.5,37.88,Positive
267,SSBS/W/2021/267,S/267,21/12/2021,"Baner, Mahalunge Bridge",Genepath,33.58,35.56,33.69,Positive
268,SSBS/W/2021/268,S/268,22/12/2021,Dattawadi under rajaram bridge,Genepath,0,0,0,Negative
269,SSBS/W/2021/269,S/269,22/12/2021,"Vitthalwadi hingne, off sinhagad road",Genepath,34.62,36.92,34.18,Positive
270,SSBS/W/2021/270,S/270,22/12/2021,Shivajinagar Juna bazaar,Genepath,33.18,36.31,33.77,Positive
271,SSBS/W/2021/271,S/271,22/12/2021,Yerwada Old bund garden,Genepath,37.21,38.1,38.02,Negative
272,SSBS/W/2021/272,S/272,22/12/2021,RTO office Yerwada,Genepath,36.05,38.25,34.91,Positive
273,SSBS/W/2021/273,S/273,22/12/2021,"Vishrantwadi, shantinagar",Genepath,34.36,36.68,35.27,Positive
274,SSBS/W/2021/274,S/274,23/12/2021,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
275,SSBS/W/2021/275,S/275,23/12/2021,"Shastrinagar, pimpri",Genepath,33.85,0,34.21,Positive
276,SSBS/W/2021/276,S/276,23/12/2021,kasarwadi pimple gurav road,Genepath,32.23,36.94,35.75,Positive
277,SSBS/W/2021/277,S/277,23/12/2021,"Pimple gurav, 60 feet road",Genepath,0,38.52,36.49,Negative
278,SSBS/W/2021/278,S/278,23/12/2021,Dapodi / Old sangvi Bridge,Genepath,0,37.72,36.2,Negative
279,SSBS/W/2021/279,S/279,24/12/2021,Rahatni new DP road,Genepath,0,0,0,Negative
280,SSBS/W/2021/280,S/280,24/12/2021,Kalewadi Adarsh Nagar,Genepath,32.8,37.2,35.4,Positive
281,SSBS/W/2021/281,S/281,24/12/2021,"Shastrinagar, pimpri",Genepath,35.1,0,37,Positive
282,SSBS/W/2021/282,S/282,24/12/2021,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
283,SSBS/W/2021/283,S/283,24/12/2021,"Harris Bridge, Dapodi",Genepath,35.9,37.3,36.3,Positive
284,SSBS/W/2021/284,S/284,27/12/2021,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
285,SSBS/W/2021/285,S/285,24/12/2021,Baner/Balewadi,Genepath,0,0,0,Negative
286,SSBS/W/2021/286,S/286,24/12/2021,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
287,SSBS/W/2021/287,S/287,24/12/2021,Someshwarwadi,Genepath,0,0,0,Negative
288,SSBS/W/2021/288,S/288,24/12/2021,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
289,SSBS/W/2021/289,S/289,28/12/2021,Shivajinagar Vaidhawadi,Genepath,34.3,37.4,36.3,Positive
290,SSBS/W/2021/290,S/290,28/12/2021,Shivajinagar Chaturshringi,Genepath,32.82,37.5,35.1,Positive
291,SSBS/W/2021/291,S/291,28/12/2021,Sanjeevan hospital Kothrud,Genepath,31.7,36.3,34.8,Positive
292,SSBS/W/2021/292,S/292,28/12/2021,Karve road Kothrud,Genepath,0,0,0,Negative
293,SSBS/W/2021/293,S/293,28/12/2021,Warje Mumbai/Bangalore Highway,Genepath,31.2,35.1,34.1,Positive
294,SSBS/W/2021/294,S/294,28/12/2021,Kothrud Bus depot,Genepath,31.7,35.4,34,Positive
295,SSBS/W/2021/295,S/295,29/12/2021,Dattawadi under rajaram bridge,Genepath,32.7,37,34.9,Positive
296,SSBS/W/2021/296,S/296,29/12/2021,"Vitthalwadi hingne, off sinhagad road",Genepath,32.8,36.5,34.8,Positive
297,SSBS/W/2021/297,S/297,29/12/2021,Shivajinagar Juna bazaar,Genepath,30.7,34.8,33,Positive
298,SSBS/W/2021/298,S/298,29/12/2021,Yerwada Old bund garden,Genepath,0,0,0,Negative
299,SSBS/W/2021/299,S/299,29/12/2021,RTO office Yerwada,Genepath,30.6,35.1,33.4,Positive
300,SSBS/W/2021/300,S/300,29/12/2021,"Vishrantwadi, shantinagar",Genepath,31.6,35.6,34.3,Positive
301,SSBS/W/2021/301,S/301,30/12/2021,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
302,SSBS/W/2021/302,S/302,30/12/2021,"Shastrinagar, pimpri",Genepath,32.3,35.1,33.5,Positive
303,SSBS/W/2021/303,S/303,30/12/2021,kasarwadi pimple gurav road,Genepath,33.2,37.1,35.1,Positive
304,SSBS/W/2021/304,S/304,30/12/2021,"Pimple gurav, 60 feet road",Genepath,29.7,34.9,32.8,Positive
305,SSBS/W/2021/305,S/305,30/12/2021,Dapodi / Old sangvi Bridge,Genepath,33.6,38.9,36.7,Positive
306,SSBS/W/2021/306,S/306,31/12/2021,Rahatni new DP road,Genepath,32.2,34.7,33.86,Positive
307,SSBS/W/2021/307,S/307,31/12/2021,Kalewadi Adarsh Nagar,Genepath,0,0,0,Negative
308,SSBS/W/2021/308,S/308,31/12/2021,"Wolf Colony, Pimpri",Genepath,0,0,0,Negative
319,SSBS/W/2021/309,S/309,31/12/2021,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
310,SSBS/W/2021/310,S/310,31/12/2021,"Harris Bridge, Dapodi",Genepath,33.1,36.3,34.8,Positive
311,SSBS/W/2022/311,S/311,1/3/2022,Shivajinagar Vaidhawadi,Genepath,33.2,35.7,34.4,Positive
312,SSBS/W/2022/312,S/312,1/3/2022,Shivajinagar Chaturshringi,Genepath,35.5,36.8,35.2,Positive
313,SSBS/W/2022/313,S/313,1/3/2022,Sanjeevan hospital Kothrud,Genepath,0,0,0,Negative
314,SSBS/W/2022/314,S/314,1/3/2022,Karve road Kothrud,Genepath,35.9,36.8,35.8,Positive
315,SSBS/W/2022/315,S/315,1/3/2022,Warje Mumbai/Bangalore Highway,Genepath,0,0,0,Negative
316,SSBS/W/2022/316,S/316,1/3/2022,Kothrud Bus depot,Genepath,0,0,0,Negative
317,SSBS/W/2022/317,S/317,1/4/2022,Dattawadi under rajaram bridge,Genepath,33.9,36.4,34.4,Positive
318,SSBS/W/2022/318,S/318,1/4/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,34.3,36.8,34.9,Positive
319,SSBS/W/2022/319,S/319,1/4/2022,Shivajinagar Juna bazaar,Genepath,0,0,0,Negative
320,SSBS/W/2022/320,S/320,1/4/2022,Yerwada Old bund garden,Genepath,0,0,0,Negative
321,SSBS/W/2022/321,S/321,1/4/2022,RTO office Yerwada,Genepath,0,0,0,Negative
322,SSBS/W/2022/322,S/322,1/4/2022,"Vishrantwadi, shantinagar",Genepath,36.8,36.8,36.25,Positive
323,SSBS/W/2022/323,S/323,1/5/2022,Someshwarwadi,Genepath,0,0,0,Negative
324,SSBS/W/2022/324,S/324,1/5/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
325,SSBS/W/2022/325,S/325,1/5/2022,Baner/Balewadi,Genepath,31.7,35,33.3,Positive
326,SSBS/W/2022/326,S/326,1/5/2022,"Baner, Mahalunge Bridge",Genepath,31.3,34.8,33.9,Positive
327,SSBS/W/2022/327,S/327,1/5/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
328,SSBS/W/2022/328,S/328,1/5/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
329,SSBS/W/2022/329,S/329,1/6/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
330,SSBS/W/2022/330,S/330,1/6/2022,"Shastrinagar, pimpri",Genepath,0,0,0,Negative
331,SSBS/W/2022/331,S/331,1/6/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
332,SSBS/W/2022/332,S/332,1/6/2022,kasarwadi pimple gurav road,Genepath,0,0,0,Negative
333,SSBS/W/2022/333,S/333,1/6/2022,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
334,SSBS/W/2021/334,S/334,1/7/2022,"Harris Bridge, Dapodi",Genepath,30.12,33.01,31.53,Positive
335,SSBS/W/2021/335,S/335,1/7/2022,"Phugewadi/Dapodi, sai service",Genepath,32.9,35,34.27,Positive
336,SSBS/W/2021/336,S/336,1/7/2022,"Wolf Colony, Pimpri",Genepath,29.6,32.44,31.31,Positive
337,SSBS/W/2021/337,S/337,1/7/2022,"Phugewadi/Dapodi, sai service",Genepath,30.98,34.47,32.86,Positive
338,SSBS/W/2021/338,S/338,1/7/2022,Rahatni new DP road,Genepath,30.55,32.91,32.07,Positive
339,SSBS/W/2022/339,S/339,1/10/2022,Shivajinagar Vaidhawadi,Genepath,28.77,30.89,30.05,Positive
340,SSBS/W/2022/340,S/340,1/10/2022,Shivajinagar Chaturshringi,Genepath,28.93,30.98,30.28,Positive
341,SSBS/W/2022/341,S/341,1/10/2022,Sanjeevan hospital Kothrud,Genepath,30.03,32.16,31.52,Positive
342,SSBS/W/2022/342,S/342,1/10/2022,Karve road Kothrud,Genepath,0,0,0,Negative
343,SSBS/W/2022/343,S/343,1/10/2022,Warje Mumbai/Bangalore Highway,Genepath,29.37,31.41,30.54,Positive
344,SSBS/W/2022/344,S/344,1/10/2022,Kothrud Bus depot,Genepath,30.53,34.33,33.67,Positive
345,SSBS/W/2022/345,S/345,1/11/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
346,SSBS/W/2022/346,S/346,1/11/2022,"DP road, Botanical Garden, Aundh",Genepath,28.31,31.38,31.06,Positive
347,SSBS/W/2022/347,S/347,1/11/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
348,SSBS/W/2022/348,S/348,1/11/2022,Someshwarwadi,Genepath,30,33.49,33.46,Positive
349,SSBS/W/2022/349,S/349,1/11/2022,Baner/Balewadi,Genepath,28.07,31.11,30.81,Positive
350,SSBS/W/2022/350,S/350,1/11/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
351,SSBS/W/2022/351,S/351,1/12/2022,"Vishrantwadi, shantinagar",Genepath,28.39,32.75,31.9,Positive
352,SSBS/W/2022/352,S/352,1/12/2022,RTO office Yerwada,Genepath,29.6,33.28,32.69,Positive
353,SSBS/W/2022/353,S/353,1/12/2022,Yerwada Old bund garden,Genepath,31.12,34.02,34.83,Positive
354,SSBS/W/2022/354,S/354,1/12/2022,Shivajinagar Juna bazaar,Genepath,28.84,32.64,32.22,Positive
355,SSBS/W/2022/355,S/355,1/12/2022,Dattawadi under rajaram bridge,Genepath,28.83,32.55,32.21,Positive
356,SSBS/W/2022/356,S/356,1/12/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,34.56,34.74,Positive
357,SSBS/W/2022/357,S/357,13/01/2022,"Chinchwad, Aditya birla hospital",Genepath,29.53,32.2,32.32,Positive
358,SSBS/W/2022/358,S/358,13/01/2022,"Shastrinagar, pimpri",Genepath,29.33,32.28,32.62,Positive
359,SSBS/W/2022/359,S/359,13/01/2022,kasarwadi pimple gurav road,Genepath,28.03,31.4,31.15,Positive
360,SSBS/W/2022/360,S/360,13/01/2022,"Pimple gurav, 60 feet road",Genepath,28.54,32.2,31.84,Positive
361,SSBS/W/2022/361,S/361,13/01/2022,"Phugewadi/Dapodi, sai service",Genepath,30.47,33,32.95,Positive
362,SSBS/W/2022/362,S/362,15/01/2022,Rahatni new DP road,Genepath,29.3,32,31.5,Positive
363,SSBS/W/2022/363,S/363,15/01/2022,Kalewadi Adarsh Nagar,Genepath,28.6,33,31.4,Positive
364,SSBS/W/2022/364,S/364,15/01/2022,"Wolf Colony, Pimpri",Genepath,32.4,35.6,34.5,Positive
365,SSBS/W/2022/365,S/365,15/01/2022,"Phugewadi/Dapodi, sai service",Genepath,0,0,0,Negative
366,SSBS/W/2022/366,S/366,15/01/2022,"Harris Bridge, Dapodi",Genepath,0,0,0,Negative
367,SSBS/W/2022/367,S/367,17/01/2022,Shivajinagar Vaidhawadi,Genepath,29.5,32.4,31.7,Positive
368,SSBS/W/2022/368,S/368,17/01/2022,Shivajinagar Chaturshringi,Genepath,28.8,32.1,31.5,Positive
369,SSBS/W/2022/369,S/369,17/01/2022,Sanjeevan hospital Kothrud,Genepath,29.1,32.3,31.8,Positive
370,SSBS/W/2022/370,S/370,17/01/2022,Karve road Kothrud,Genepath,0,0,0,Negative
371,SSBS/W/2022/371,S/371,17/01/2022,Warje Mumbai/Bangalore Highway,Genepath,29.8,33.2,31,Positive
372,SSBS/W/2022/372,S/372,17/01/2022,Kothrud Bus depot,Genepath,36.8,39,36.5,Positive
373,SSBS/W/2022/373,S/373,18/01/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
374,SSBS/W/2022/374,S/374,18/01/2022,Baner/Balewadi,Genepath,34.6,38.6,35,Positive
375,SSBS/W/2022/375,S/375,18/01/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
376,SSBS/W/2022/376,S/376,18/01/2022,"DP road, Botanical Garden, Aundh",Genepath,28.4,31.6,30.8,Positive
377,SSBS/W/2022/377,S/377,18/01/2022,Someshwarwadi,Genepath,29.4,32.9,32.8,Positive
378,SSBS/W/2022/378,S/378,18/01/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
379,SSBS/W/2022/379,S/379,19/01/2022,Dattawadi under rajaram bridge,Genepath,32.9,34.7,34.1,Positive
380,SSBS/W/2022/380,S/380,19/01/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,34.9,37.5,35.3,Positive
381,SSBS/W/2022/381,S/381,19/01/2022,Shivajinagar Juna bazaar,Genepath,0,0,0,Negative
382,SSBS/W/2022/382,S/382,19/01/2022,Yerwada Old bund garden,Genepath,32.7,35.6,34.6,Positive
384,SSBS/W/2022/384,S/384,19/01/2022,"Vishrantwadi, shantinagar",Genepath,30.6,30.6,32,Positive
385,SSBS/W/2022/385,S/385,20/01/2022,"Phugewadi/Dapodi, sai service",Genepath,30,33.8,32.9,Positive
386,SSBS/W/2022/386,S/386,20/01/2022,"Pimple gurav, 60 feet road",Genepath,27.9,31.5,30.6,Positive
387,SSBS/W/2022/387,S/387,20/01/2022,kasarwadi pimple gurav road,Genepath,26.4,29.5,28.3,Positive
388,SSBS/W/2022/388,S/388,20/01/2022,"Shastrinagar, pimpri",Genepath,31,35.5,32.5,Positive
394,SSBS/W/2022/394,S/394,24/01/2022,Shivajinagar Vaidhawadi,Genepath,32.9,32.9,34.3,Positive
384,SSBS/W/2022/HBR/08,S/HBR/08,15/01/2022,Harris bridge river water,Genepath,35,37,35.7,Positive
395,SSBS/W/2022/395,S/395,24/01/2022,Shivajinagar Chaturshringi,Genepath,0,0,0,Negative
396,SSBS/W/2022/396,S/396,24/01/2022,Sanjeevan hospital Kothrud,Genepath,32.9,33.35,34.02,Positive
397,SSBS/W/2022/397,S/397,24/01/2022,Karve road Kothrud,Genepath,0,0,0,Negative
398,SSBS/W/2022/398,S/398,24/01/2022,Warje Mumbai/Bangalore Highway,Genepath,0,0,0,Negative
399,SSBS/W/2022/399,S/399,24/01/2022,Kothrud Bus depot,Genepath,33.3,33.7,32.3,Positive
400,SSBS/W/2022/400,S/400,25/01/2022,"Baner, Mahalunge Bridge",Genepath,0,0,0,Negative
401,SSBS/W/2022/401,S/401,25/01/2022,Baner/Balewadi,Genepath,32.7,34,33.9,Positive
402,SSBS/W/2022/402,S/402,25/01/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,0,0,0,Negative
403,SSBS/W/2022/403,S/403,25/01/2022,"DP road, Botanical Garden, Aundh",Genepath,0,0,0,Negative
404,SSBS/W/2022/404,S/404,25/01/2022,Someshwarwadi,Genepath,0,0,0,Negative
405,SSBS/W/2022/405,S/405,25/01/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
406,SSBS/W/2022/406,S/406,27/01/2022,Dattawadi under rajaram bridge,Genepath,0,0,0,Negative
407,SSBS/W/2022/407,S/407,27/01/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,0,0,0,Negative
408,SSBS/W/2022/408,S/408,27/01/2022,Shivajinagar Juna bazaar,Genepath,35.8,35.2,34.4,Positive
409,SSBS/W/2022/409,S/409,27/01/2022,Yerwada Old bund garden,Genepath,36.1,35,35.4,Positive
410,SSBS/W/2022/410,S/410,27/01/2022,RTO office Yerwada,Genepath,31.1,30.3,30.8,Positive
411,SSBS/W/2022/411,S/411,27/01/2022,"Vishrantwadi, shantinagar",Genepath,0,0,0,Negative
412,SSBS/W/2022/412,S/412,28/01/2022,Dapodi / Old sangvi Bridge,Genepath,0,0,0,Negative
413,SSBS/W/2022/413,S/413,28/01/2022,"Pimple gurav, 60 feet road",Genepath,0,0,0,Negative
414,SSBS/W/2022/414,S/414,28/01/2022,kasarwadi pimple gurav road,Genepath,0,0,0,Negative
415,SSBS/W/2022/415,S/415,28/01/2022,"Shastrinagar, pimpri",Genepath,31.7,32.4,29.5,Positive
416,SSBS/W/2022/416,S/416,28/01/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
417,SSBS/W/2022/417,S/417,29/01/2022,"Harris Bridge, Dapodi",Genepath,31.54,37.24,36.15,Positive
418,SSBS/W/2022/418,S/418,29/01/2022,"Phugewadi/Dapodi, sai service",Genepath,32,36.58,35.12,Positive
419,SSBS/W/2022/419,S/419,29/01/2022,"Shastrinagar, pimpri",Genepath,30.95,36.3,34.42,Positive
420,SSBS/W/2022/420,S/420,29/01/2022,Kalewadi Adarsh Nagar,Genepath,29.97,35.23,35.08,Positive
421,SSBS/W/2022/421,S/421,29/01/2022,Rahatni new DP road,Genepath,28.42,33.5,32.42,Positive
422,SSBS/W/2022/422,S/422,31/01/2022,Shivajinagar Vaidhawadi,Genepath,29.32,33.88,32.23,Positive
423,SSBS/W/2022/423,S/423,31/01/2022,Shivajinagar Chaturshringi,Genepath,29.84,34.4,33.1,Positive
424,SSBS/W/2022/424,S/424,31/01/2022,Sanjeevan hospital Kothrud,Genepath,30.69,35.4,34.53,Positive
425,SSBS/W/2022/425,S/425,31/01/2022,Karve road Kothrud,Genepath,0,0,0,Negative
426,SSBS/W/2022/426,S/426,31/01/2022,Warje Mumbai/Bangalore Highway,Genepath,30.11,34.98,34.57,Positive
427,SSBS/W/2022/427,S/427,31/01/2022,Kothrud Bus depot,Genepath,30.49,36.1,35.62,Positive
428,SSBS/W/2022/428,S/428,2/1/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
429,SSBS/W/2022/429,S/429,2/1/2022,"DP road, Botanical Garden, Aundh",Genepath,31.27,37.39,36.92,Positive
430,SSBS/W/2022/430,S/430,2/1/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,31.28,37.55,36.23,Positive
431,SSBS/W/2022/431,S/431,2/1/2022,Someshwarwadi,Genepath,33.13,38.45,37.11,Negative
432,SSBS/W/2022/432,S/432,2/1/2022,Baner/Balewadi,Genepath,28.65,33.94,32.27,Positive
433,SSBS/W/2022/433,S/433,2/1/2022,"Baner, Mahalunge Bridge",Genepath,30.25,37.37,36.84,Negative
434,SSBS/W/2022/434,S/434,2/2/2022,Dattawadi under rajaram bridge,Genepath,30,34.66,33.45,Positive
435,SSBS/W/2022/435,S/435,2/2/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,28.76,34.07,32.74,Positive
436,SSBS/W/2022/436,S/436,2/2/2022,Shivajinagar Juna bazaar,Genepath,30.12,34.71,33.33,Positive
437,SSBS/W/2022/437,S/437,2/2/2022,Yerwada Old bund garden,Genepath,32.84,35.73,34.88,Positive
438,SSBS/W/2022/438,S/438,2/2/2022,"Vishrantwadi, shantinagar",Genepath,29.38,34.36,33.36,Positive
439,SSBS/W/2022/439,S/439,2/2/2022,RTO office Yerwada,Genepath,30.57,35.46,34.18,Positive
440,SSBS/W/2022/440,S/440,2/3/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
441,SSBS/W/2022/441,S/441,2/3/2022,"Shastrinagar, pimpri",Genepath,29.21,33.77,32.4,Positive
442,SSBS/W/2022/442,S/442,2/3/2022,kasarwadi pimple gurav road,Genepath,30.38,34.98,33,Positive
443,SSBS/W/2022/443,S/443,2/3/2022,"Pimple gurav, 60 feet road",Genepath,29.59,34.06,32.95,Positive
444,SSBS/W/2022/444,S/444,2/3/2022,Dapodi / Old sangvi Bridge,Genepath,32.11,36.4,35.29,Positive
445,SSBS/S/2022/445,S/445,2/4/2022,Rahatni new DP road,Genepath,37.19,36.56,36.07,Positive
446,SSBS/S/2022/446,S/446,2/4/2022,Kalewadi Adarsh Nagar,Genepath,32.18,33.07,32.95,Positive
447,SSBS/S/2022/447,S/447,2/4/2022,"Wolf Colony, Pimpri",Genepath,34.47,35.19,34.55,Positive
448,SSBS/S/2022/448,S/448,2/4/2022,"Phugewadi/Dapodi, sai service",Genepath,35.72,35.62,35.81,Positive
449,SSBS/S/2022/449,S/449,2/4/2022,"Harris Bridge, Dapodi",Genepath,36.8,35.89,35.87,Positive
450,SSBS/S/2022/450,S/450,2/7/2022,Shivajinagar Vaidhawadi,Genepath,36,35,35.3,Positive
451,SSBS/S/2022/451,S/451,2/7/2022,Shivajinagar Chaturshringi,Genepath,34.27,36.23,35.47,Positive
452,SSBS/S/2022/452,S/452,2/7/2022,Sanjeevan hospital Kothrud,Genepath,33.38,34.15,34.05,Positive
453,SSBS/S/2022/453,S/453,2/7/2022,Karve road Kothrud,Genepath,0,0,0,Negative
454,SSBS/S/2022/454,S/454,2/7/2022,Warje Mumbai/Bangalore Highway,Genepath,35.26,35.74,35.62,Positive
455,SSBS/S/2022/455,S/455,2/7/2022,Kothrud Bus depot,Genepath,36.2,36,35.9,Positive
456,SSBS/S/2022/456,S/456,2/8/2022,Jai bhavani nagar pashan,Genepath,0,0,0,Negative
457,SSBS/S/2022/457,S/457,2/8/2022,Someshwarwadi,Genepath,0,38.06,36.86,Negative
458,SSBS/S/2022/458,S/458,2/8/2022,"DP road, Botanical Garden, Aundh",Genepath,37.45,39.87,36.6,Negative
459,SSBS/S/2022/459,S/459,2/8/2022,"Pune/Mumbai Highway, Aundh/Sangvi",Genepath,37.95,38.2,36,Negative
460,SSBS/S/2022/460,S/460,2/8/2022,"Baner, Mahalunge Bridge",Genepath,32.6,33.5,33.1,Positive
461,SSBS/S/2022/461,S/461,2/8/2022,Baner/Balewadi,Genepath,37.37,0,0,Negative
462,SSBS/S/2022/462,S/462,2/9/2022,Dattawadi under rajaram bridge,Genepath,35.5,36.86,36.21,Positive
463,SSBS/S/2022/463,S/463,2/9/2022,"Vitthalwadi hingne, off sinhagad road",Genepath,37.2,36.7,36.9,Positive
464,SSBS/S/2022/464,S/464,2/9/2022,Shivajinagar Juna bazaar,Genepath,40.5,38.36,38,Negative
465,SSBS/S/2022/465,S/465,2/9/2022,Yerwada Old bund garden,Genepath,38.27,38.21,36.87,Negative
466,SSBS/S/2022/466,S/466,2/9/2022,RTO office Yerwada,Genepath,34,34.66,34.82,Positive
467,SSBS/S/2022/467,S/467,2/9/2022,"Vishrantwadi, shantinagar",Genepath,35.6,35.4,35,Positive
468,SSBS/S/2022/468,S/468,2/10/2022,"Phugewadi/Dapodi, sai service",Genepath,34.7,34.4,35.3,Positive
469,SSBS/S/2022/469,S/469,2/10/2022,"Pimple gurav, 60 feet road",Genepath,37.8,0,39,Negative
470,SSBS/S/2022/470,S/470,2/10/2022,kasarwadi pimple gurav road,Genepath,36,36.6,35.3,Positive
471,SSBS/S/2022/471,S/471,2/10/2022,"Shastrinagar, pimpri",Genepath,36.59,35.72,35.27,Positive
472,SSBS/S/2022/472,S/472,2/10/2022,"Chinchwad, Aditya birla hospital",Genepath,0,0,0,Negative
473,SSBS/S/2022/473,S/473,2/11/2022,"Harris Bridge, Dapodi",Genepath,35.9,38.7,0,Negative
474,SSBS/S/2022/474,S/474,2/11/2022,"Phugewadi/Dapodi, sai service",Genepath,34.9,37.3,37.74,Negative
475,SSBS/S/2022/475,S/475,2/11/2022,"Wolf Colony, Pimpri",Genepath,34.4,36.7,35.2,Positive
476,SSBS/S/2022/476,S/476,2/11/2022,Kalewadi Adarsh Nagar,Genepath,34,36.1,36.1,Positive
477,SSBS/S/2022/477,S/477,2/11/2022,Rahatni new DP road,Genepath,34.6,36.1,34.9,Positive
478,SSBS/S/2022/478,S/478,14/02/2022,Shivajinagar Vaidhawadi,Genepath,33.6,36.4,35.3,Positive
479,SSBS/S/2022/479,S/479,14/02/2022,Shivajinagar Chaturshringi,Genepath,33.2,35.6,34.6,Positive
480,SSBS/S/2022/480,S/480,14/02/2022,Sanjeevan hospital Kothrud,Genepath,36.1,38.6,37.3,Negative
481,SSBS/S/2022/481,S/481,14/02/2022,Karve road Kothrud,Genepath,0,0,0,Negative
